,Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather,Date,Time
865,2/6/2012 1:00,-0.8,-5.2,72,24,25.0,100.8,Cloudy,2/6/2012,1:00
866,2/6/2012 2:00,0.1,-4.7,70,32,25.0,100.75,Snow,2/6/2012,2:00
867,2/6/2012 3:00,0.1,-3.3,78,30,25.0,100.77,Cloudy,2/6/2012,3:00
868,2/6/2012 4:00,0.8,-3.7,72,35,25.0,100.68,Snow,2/6/2012,4:00
869,2/6/2012 5:00,1.0,-3.8,70,26,25.0,100.7,Cloudy,2/6/2012,5:00
870,2/6/2012 6:00,1.1,-3.6,71,32,25.0,100.63,Cloudy,2/6/2012,6:00
871,2/6/2012 7:00,1.2,-3.5,71,37,24.1,100.62,Mostly Cloudy,2/6/2012,7:00
872,2/6/2012 8:00,1.1,-3.8,70,33,24.1,100.63,Mostly Cloudy,2/6/2012,8:00
873,2/6/2012 9:00,1.1,-3.6,71,32,24.1,100.62,Cloudy,2/6/2012,9:00
874,2/6/2012 10:00,1.4,-3.3,71,32,24.1,100.6,Cloudy,2/6/2012,10:00
875,2/6/2012 11:00,1.9,-2.8,71,35,24.1,100.57,Cloudy,2/6/2012,11:00
876,2/6/2012 12:00,2.6,-2.4,70,22,24.1,100.5,Cloudy,2/6/2012,12:00
877,2/6/2012 13:00,2.6,-2.9,67,32,24.1,100.47,Cloudy,2/6/2012,13:00
878,2/6/2012 14:00,3.0,-3.3,63,33,24.1,100.45,Mostly Cloudy,2/6/2012,14:00
879,2/6/2012 15:00,3.3,-3.3,62,30,24.1,100.46,Cloudy,2/6/2012,15:00
880,2/6/2012 16:00,3.3,-3.1,63,17,24.1,100.47,Cloudy,2/6/2012,16:00
881,2/6/2012 17:00,2.9,-2.8,66,13,25.0,100.51,Cloudy,2/6/2012,17:00
882,2/6/2012 18:00,3.2,-2.8,65,11,25.0,100.57,Cloudy,2/6/2012,18:00
883,2/6/2012 19:00,3.1,-2.6,66,13,25.0,100.62,Cloudy,2/6/2012,19:00
884,2/6/2012 20:00,2.6,-2.6,69,11,25.0,100.65,Cloudy,2/6/2012,20:00
885,2/6/2012 21:00,3.0,-2.2,69,15,25.0,100.67,Cloudy,2/6/2012,21:00
886,2/6/2012 22:00,2.7,-2.6,68,13,25.0,100.68,Mostly Cloudy,2/6/2012,22:00
887,2/6/2012 23:00,2.2,-2.9,69,13,25.0,100.7,Mostly Cloudy,2/6/2012,23:00
888,2/7/2012 0:00,1.9,-3.1,69,13,25.0,100.77,Cloudy,2/7/2012,0:00
889,2/7/2012 1:00,1.8,-3.4,68,15,25.0,100.82,Mostly Cloudy,2/7/2012,1:00
890,2/7/2012 2:00,1.5,-4.4,65,15,25.0,100.89,Mostly Cloudy,2/7/2012,2:00
891,2/7/2012 3:00,0.8,-5.0,65,19,25.0,100.94,Snow Showers,2/7/2012,3:00
892,2/7/2012 4:00,-1.0,-8.3,58,19,25.0,101.03,Mostly Cloudy,2/7/2012,4:00
893,2/7/2012 5:00,-1.9,-8.4,61,15,25.0,101.14,Mainly Clear,2/7/2012,5:00
894,2/7/2012 6:00,-2.9,-8.8,64,20,25.0,101.27,Mostly Cloudy,2/7/2012,6:00
895,2/7/2012 7:00,-5.5,-12.6,57,17,24.1,101.39,Mainly Clear,2/7/2012,7:00
896,2/7/2012 8:00,-6.1,-12.8,59,17,24.1,101.53,Mainly Clear,2/7/2012,8:00
897,2/7/2012 9:00,-6.2,-13.3,57,19,24.1,101.64,Mainly Clear,2/7/2012,9:00
898,2/7/2012 10:00,-6.2,-13.4,57,19,24.1,101.69,Mainly Clear,2/7/2012,10:00
899,2/7/2012 11:00,-6.0,-13.7,54,11,24.1,101.74,Mainly Clear,2/7/2012,11:00
900,2/7/2012 12:00,-5.6,-13.1,55,13,24.1,101.73,Mainly Clear,2/7/2012,12:00
901,2/7/2012 13:00,-5.2,-14.3,49,15,24.1,101.73,Clear,2/7/2012,13:00
902,2/7/2012 14:00,-5.1,-15.1,45,15,24.1,101.79,Clear,2/7/2012,14:00
903,2/7/2012 15:00,-4.8,-15.4,43,19,24.1,101.85,Clear,2/7/2012,15:00
904,2/7/2012 16:00,-5.0,-16.4,40,22,24.1,101.88,Clear,2/7/2012,16:00
905,2/7/2012 17:00,-5.9,-17.6,39,19,48.3,101.94,Clear,2/7/2012,17:00
906,2/7/2012 18:00,-7.3,-17.4,44,11,25.0,102.03,Clear,2/7/2012,18:00
907,2/7/2012 19:00,-8.2,-17.8,46,9,25.0,102.09,Clear,2/7/2012,19:00
908,2/7/2012 20:00,-9.2,-18.4,47,11,25.0,102.12,Clear,2/7/2012,20:00
909,2/7/2012 21:00,-9.6,-18.9,47,13,25.0,102.15,Clear,2/7/2012,21:00
910,2/7/2012 22:00,-10.8,-20.1,46,9,25.0,102.21,Clear,2/7/2012,22:00
911,2/7/2012 23:00,-11.8,-20.8,47,9,25.0,102.21,Clear,2/7/2012,23:00
912,2/8/2012 0:00,-13.8,-21.5,52,4,25.0,102.21,Clear,2/8/2012,0:00
913,2/8/2012 1:00,-11.9,-20.6,48,9,25.0,102.21,Clear,2/8/2012,1:00
914,2/8/2012 2:00,-12.1,-20.4,50,6,25.0,102.2,Clear,2/8/2012,2:00
915,2/8/2012 3:00,-12.4,-20.4,51,11,25.0,102.15,Clear,2/8/2012,3:00
916,2/8/2012 4:00,-14.0,-21.0,55,4,25.0,102.13,Clear,2/8/2012,4:00
917,2/8/2012 5:00,-12.6,-21.2,49,0,25.0,102.11,Clear,2/8/2012,5:00
918,2/8/2012 6:00,-12.4,-21.1,48,9,25.0,102.06,Mainly Clear,2/8/2012,6:00
919,2/8/2012 7:00,-11.7,-18.0,59,15,24.1,102.07,Mainly Clear,2/8/2012,7:00
920,2/8/2012 8:00,-10.8,-17.0,60,13,48.3,102.09,Mainly Clear,2/8/2012,8:00
921,2/8/2012 9:00,-9.6,-15.1,64,15,48.3,102.07,Mainly Clear,2/8/2012,9:00
922,2/8/2012 10:00,-8.2,-14.6,60,17,48.3,102.04,Mainly Clear,2/8/2012,10:00
923,2/8/2012 11:00,-6.3,-13.7,56,17,48.3,101.93,Mainly Clear,2/8/2012,11:00
924,2/8/2012 12:00,-4.6,-12.9,52,20,48.3,101.76,Clear,2/8/2012,12:00
925,2/8/2012 13:00,-3.3,-12.9,47,32,48.3,101.63,Clear,2/8/2012,13:00
926,2/8/2012 14:00,-2.4,-12.2,47,24,48.3,101.54,Mainly Clear,2/8/2012,14:00
927,2/8/2012 15:00,-1.8,-12.8,43,32,48.3,101.45,Mainly Clear,2/8/2012,15:00
928,2/8/2012 16:00,-1.6,-11.9,45,22,48.3,101.37,Mainly Clear,2/8/2012,16:00
929,2/8/2012 17:00,-2.1,-12.0,47,17,48.3,101.31,Mainly Clear,2/8/2012,17:00
930,2/8/2012 18:00,-2.5,-12.6,46,19,24.1,101.27,Mainly Clear,2/8/2012,18:00
931,2/8/2012 19:00,-3.2,-12.4,49,22,25.0,101.28,Clear,2/8/2012,19:00
932,2/8/2012 20:00,-3.3,-12.1,51,22,25.0,101.26,Clear,2/8/2012,20:00
933,2/8/2012 21:00,-3.1,-10.3,57,26,25.0,101.25,Mainly Clear,2/8/2012,21:00
934,2/8/2012 22:00,-3.6,-8.6,68,17,25.0,101.22,Mainly Clear,2/8/2012,22:00
935,2/8/2012 23:00,-3.6,-8.1,71,20,25.0,101.19,Clear,2/8/2012,23:00
936,2/9/2012 0:00,-4.0,-8.3,72,13,25.0,101.17,Clear,2/9/2012,0:00
937,2/9/2012 1:00,-3.4,-7.9,71,13,25.0,101.16,Clear,2/9/2012,1:00
938,2/9/2012 2:00,-3.9,-8.0,73,11,25.0,101.17,Clear,2/9/2012,2:00
939,2/9/2012 3:00,-3.5,-7.9,72,24,25.0,101.12,Clear,2/9/2012,3:00
940,2/9/2012 4:00,-3.4,-8.0,70,26,25.0,101.1,Clear,2/9/2012,4:00
941,2/9/2012 5:00,-4.1,-8.3,73,20,25.0,101.11,Clear,2/9/2012,5:00
942,2/9/2012 6:00,-4.9,-8.9,73,20,25.0,101.13,Clear,2/9/2012,6:00
943,2/9/2012 7:00,-5.4,-9.1,75,17,24.1,101.19,Mainly Clear,2/9/2012,7:00
944,2/9/2012 8:00,-4.9,-8.8,74,20,24.1,101.23,Clear,2/9/2012,8:00
945,2/9/2012 9:00,-3.5,-8.0,71,22,24.1,101.25,Mainly Clear,2/9/2012,9:00
946,2/9/2012 10:00,-2.5,-7.8,67,28,24.1,101.26,Mainly Clear,2/9/2012,10:00
947,2/9/2012 11:00,-1.2,-7.3,63,24,24.1,101.27,Clear,2/9/2012,11:00
948,2/9/2012 12:00,-0.1,-7.3,58,24,48.3,101.19,Clear,2/9/2012,12:00
949,2/9/2012 13:00,0.7,-7.1,56,26,48.3,101.13,Clear,2/9/2012,13:00
950,2/9/2012 14:00,1.5,-6.3,56,30,24.1,101.05,Clear,2/9/2012,14:00
951,2/9/2012 15:00,2.4,-6.2,53,24,48.3,101.03,Clear,2/9/2012,15:00
952,2/9/2012 16:00,2.7,-6.5,51,22,48.3,101.01,Clear,2/9/2012,16:00
953,2/9/2012 17:00,2.0,-6.3,54,20,48.3,101.02,Clear,2/9/2012,17:00
954,2/9/2012 18:00,1.6,-6.6,54,22,24.1,101.06,Clear,2/9/2012,18:00
955,2/9/2012 19:00,0.4,-5.9,63,20,25.0,101.1,Clear,2/9/2012,19:00
956,2/9/2012 20:00,0.5,-6.6,59,17,25.0,101.11,Clear,2/9/2012,20:00
957,2/9/2012 21:00,0.2,-5.5,65,22,25.0,101.13,Clear,2/9/2012,21:00
958,2/9/2012 22:00,0.8,-4.7,67,28,25.0,101.11,Clear,2/9/2012,22:00
959,2/9/2012 23:00,0.1,-4.9,69,26,25.0,101.1,Clear,2/9/2012,23:00
960,2/10/2012 0:00,0.4,-3.5,75,22,25.0,101.12,Clear,2/10/2012,0:00
961,2/10/2012 1:00,0.1,-4.1,73,19,25.0,101.13,Clear,2/10/2012,1:00
962,2/10/2012 2:00,0.0,-4.3,73,22,25.0,101.15,Clear,2/10/2012,2:00
963,2/10/2012 3:00,-1.0,-4.3,78,17,25.0,101.13,Clear,2/10/2012,3:00
964,2/10/2012 4:00,-0.8,-4.4,77,20,25.0,101.1,Clear,2/10/2012,4:00
965,2/10/2012 5:00,-0.8,-4.3,77,22,25.0,101.07,Clear,2/10/2012,5:00
966,2/10/2012 6:00,-0.7,-4.0,78,22,25.0,101.07,Clear,2/10/2012,6:00
967,2/10/2012 7:00,-0.5,-3.9,78,20,24.1,101.09,Mostly Cloudy,2/10/2012,7:00
968,2/10/2012 8:00,-0.9,-4.2,78,17,24.1,101.12,Mostly Cloudy,2/10/2012,8:00
969,2/10/2012 9:00,-0.1,-3.5,78,19,24.1,101.12,Cloudy,2/10/2012,9:00
970,2/10/2012 10:00,0.9,-3.7,71,28,24.1,101.1,Mostly Cloudy,2/10/2012,10:00
971,2/10/2012 11:00,1.4,-4.1,67,20,24.1,101.08,Cloudy,2/10/2012,11:00
972,2/10/2012 12:00,1.4,-3.9,68,24,24.1,100.97,Cloudy,2/10/2012,12:00
973,2/10/2012 13:00,1.3,-4.7,64,24,24.1,100.92,Cloudy,2/10/2012,13:00
974,2/10/2012 14:00,1.1,-3.5,71,30,24.1,100.91,Cloudy,2/10/2012,14:00
975,2/10/2012 15:00,1.3,-4.0,68,28,24.1,100.94,Cloudy,2/10/2012,15:00
976,2/10/2012 16:00,1.0,-4.1,69,30,24.1,100.9,Cloudy,2/10/2012,16:00
977,2/10/2012 17:00,0.9,-4.8,66,22,25.0,100.87,Cloudy,2/10/2012,17:00
978,2/10/2012 18:00,0.4,-4.8,68,17,25.0,100.92,Cloudy,2/10/2012,18:00
979,2/10/2012 19:00,0.0,-5.2,68,17,25.0,100.91,Mostly Cloudy,2/10/2012,19:00
980,2/10/2012 20:00,-0.2,-5.2,69,15,25.0,100.88,Snow Showers,2/10/2012,20:00
981,2/10/2012 21:00,-0.4,-4.7,73,13,25.0,100.84,Cloudy,2/10/2012,21:00
982,2/10/2012 22:00,-0.7,-3.0,84,11,16.1,100.78,Snow,2/10/2012,22:00
983,2/10/2012 23:00,-0.9,-2.4,90,6,9.7,100.76,"Snow,Fog",2/10/2012,23:00
984,2/11/2012 0:00,-1.4,-2.3,94,9,6.4,100.78,"Snow,Fog",2/11/2012,0:00
985,2/11/2012 1:00,-7.4,-8.9,89,24,3.6,100.83,Snow,2/11/2012,1:00
986,2/11/2012 2:00,-8.6,-11.0,83,30,8.0,100.91,Snow,2/11/2012,2:00
987,2/11/2012 3:00,-9.5,-12.4,79,22,6.4,100.93,Snow,2/11/2012,3:00
988,2/11/2012 4:00,-10.8,-13.4,81,22,16.1,100.98,Snow,2/11/2012,4:00
989,2/11/2012 5:00,-11.5,-14.4,79,20,16.1,100.99,Snow,2/11/2012,5:00
990,2/11/2012 6:00,-12.2,-14.8,81,24,9.7,101.0,Snow,2/11/2012,6:00
991,2/11/2012 7:00,-13.0,-15.7,80,20,12.9,100.96,Snow,2/11/2012,7:00
992,2/11/2012 8:00,-13.7,-17.1,75,20,16.1,101.01,Snow,2/11/2012,8:00
993,2/11/2012 9:00,-13.7,-19.1,64,20,24.1,101.04,Cloudy,2/11/2012,9:00
994,2/11/2012 10:00,-13.4,-18.8,64,19,24.1,101.05,Snow,2/11/2012,10:00
995,2/11/2012 11:00,-13.1,-18.8,62,11,24.1,101.03,Snow,2/11/2012,11:00
996,2/11/2012 12:00,-12.8,-17.2,70,9,19.3,100.97,Snow,2/11/2012,12:00
997,2/11/2012 13:00,-12.1,-16.4,70,7,24.1,100.85,Mostly Cloudy,2/11/2012,13:00
998,2/11/2012 14:00,-11.3,-17.4,61,6,48.3,100.76,Mainly Clear,2/11/2012,14:00
999,2/11/2012 15:00,-10.8,-18.8,52,11,48.3,100.73,Mainly Clear,2/11/2012,15:00
1000,2/11/2012 16:00,-10.4,-18.3,52,6,48.3,100.7,Mainly Clear,2/11/2012,16:00
1001,2/11/2012 17:00,-10.5,-17.0,59,4,25.0,100.68,Mainly Clear,2/11/2012,17:00
1002,2/11/2012 18:00,-12.8,-17.9,66,4,25.0,100.72,Clear,2/11/2012,18:00
1003,2/11/2012 19:00,-14.0,-21.2,54,7,25.0,100.74,Clear,2/11/2012,19:00
1004,2/11/2012 20:00,-14.4,-19.9,63,9,25.0,100.73,Clear,2/11/2012,20:00
1005,2/11/2012 21:00,-13.9,-18.6,68,7,25.0,100.71,Clear,2/11/2012,21:00
1006,2/11/2012 22:00,-13.5,-18.2,68,6,25.0,100.7,Clear,2/11/2012,22:00
1007,2/11/2012 23:00,-14.5,-20.8,59,13,25.0,100.68,Clear,2/11/2012,23:00
1008,2/12/2012 0:00,-15.0,-22.4,53,11,25.0,100.66,Clear,2/12/2012,0:00
1009,2/12/2012 1:00,-15.3,-23.1,51,11,25.0,100.62,Mostly Cloudy,2/12/2012,1:00
1010,2/12/2012 2:00,-15.9,-23.7,51,6,25.0,100.6,Clear,2/12/2012,2:00
1011,2/12/2012 3:00,-16.8,-23.9,54,9,25.0,100.57,Mainly Clear,2/12/2012,3:00
1012,2/12/2012 4:00,-16.6,-23.8,54,11,25.0,100.6,Cloudy,2/12/2012,4:00
1013,2/12/2012 5:00,-16.4,-22.8,58,11,25.0,100.59,Snow,2/12/2012,5:00
1014,2/12/2012 6:00,-16.7,-23.3,57,15,25.0,100.6,Snow,2/12/2012,6:00
1015,2/12/2012 7:00,-16.7,-23.5,56,19,24.1,100.64,Snow,2/12/2012,7:00
1016,2/12/2012 8:00,-16.9,-24.1,54,17,24.1,100.68,Cloudy,2/12/2012,8:00
1017,2/12/2012 9:00,-16.7,-24.6,50,17,24.1,100.72,Snow,2/12/2012,9:00
1018,2/12/2012 10:00,-16.6,-25.1,48,17,48.3,100.73,Mostly Cloudy,2/12/2012,10:00
1019,2/12/2012 11:00,-16.1,-25.3,45,20,48.3,100.72,Mainly Clear,2/12/2012,11:00
1020,2/12/2012 12:00,-14.8,-23.8,46,24,48.3,100.61,Mainly Clear,2/12/2012,12:00
1021,2/12/2012 13:00,-13.9,-23.2,45,20,48.3,100.55,Mainly Clear,2/12/2012,13:00
1022,2/12/2012 14:00,-13.2,-23.0,44,26,48.3,100.52,Mainly Clear,2/12/2012,14:00
1023,2/12/2012 15:00,-12.5,-22.8,42,28,48.3,100.51,Mainly Clear,2/12/2012,15:00
1024,2/12/2012 16:00,-12.0,-21.9,44,32,48.3,100.54,Mainly Clear,2/12/2012,16:00
1025,2/12/2012 17:00,-12.0,-22.1,43,26,25.0,100.56,Mainly Clear,2/12/2012,17:00
1026,2/12/2012 18:00,-12.3,-20.1,52,24,25.0,100.57,Mostly Cloudy,2/12/2012,18:00
1027,2/12/2012 19:00,-11.9,-19.3,54,24,25.0,100.58,Mostly Cloudy,2/12/2012,19:00
1028,2/12/2012 20:00,-11.3,-18.9,53,22,25.0,100.58,Cloudy,2/12/2012,20:00
1029,2/12/2012 21:00,-10.8,-18.8,52,24,25.0,100.55,Cloudy,2/12/2012,21:00
1030,2/12/2012 22:00,-10.6,-17.9,55,26,25.0,100.55,Cloudy,2/12/2012,22:00
1031,2/12/2012 23:00,-10.3,-17.3,56,20,25.0,100.53,Cloudy,2/12/2012,23:00
1032,2/13/2012 0:00,-10.0,-16.3,60,19,25.0,100.48,Snow,2/13/2012,0:00
1033,2/13/2012 1:00,-9.4,-16.5,56,22,25.0,100.37,Cloudy,2/13/2012,1:00
1034,2/13/2012 2:00,-8.8,-15.7,57,24,25.0,100.33,Cloudy,2/13/2012,2:00
1035,2/13/2012 3:00,-8.8,-14.6,63,20,25.0,100.31,Cloudy,2/13/2012,3:00
1036,2/13/2012 4:00,-8.4,-14.6,61,20,25.0,100.3,Cloudy,2/13/2012,4:00
1037,2/13/2012 5:00,-8.0,-15.0,57,22,25.0,100.33,Cloudy,2/13/2012,5:00
1038,2/13/2012 6:00,-7.9,-14.5,59,22,25.0,100.37,Cloudy,2/13/2012,6:00
1039,2/13/2012 7:00,-7.9,-14.5,59,22,24.1,100.44,Cloudy,2/13/2012,7:00
1040,2/13/2012 8:00,-8.0,-13.5,65,24,48.3,100.54,Cloudy,2/13/2012,8:00
1041,2/13/2012 9:00,-7.5,-14.6,57,20,48.3,100.56,Cloudy,2/13/2012,9:00
1042,2/13/2012 10:00,-6.8,-19.1,37,26,48.3,100.59,Mostly Cloudy,2/13/2012,10:00
1043,2/13/2012 11:00,-6.5,-13.0,60,20,48.3,100.59,Cloudy,2/13/2012,11:00
1044,2/13/2012 12:00,-5.2,-13.1,54,17,48.3,100.56,Mostly Cloudy,2/13/2012,12:00
1045,2/13/2012 13:00,-4.9,-14.0,49,24,48.3,100.52,Mostly Cloudy,2/13/2012,13:00
1046,2/13/2012 14:00,-4.3,-13.4,49,22,48.3,100.52,Cloudy,2/13/2012,14:00
1047,2/13/2012 15:00,-3.4,-12.4,50,24,48.3,100.54,Cloudy,2/13/2012,15:00
1048,2/13/2012 16:00,-3.4,-12.8,48,24,48.3,100.56,Cloudy,2/13/2012,16:00
1049,2/13/2012 17:00,-3.6,-13.7,45,15,24.1,100.6,Mostly Cloudy,2/13/2012,17:00
1050,2/13/2012 18:00,-4.9,-13.4,51,0,25.0,100.64,Mostly Cloudy,2/13/2012,18:00
1051,2/13/2012 19:00,-5.6,-12.0,61,15,25.0,100.69,Mostly Cloudy,2/13/2012,19:00
1052,2/13/2012 20:00,-7.2,-12.0,69,7,25.0,100.73,Cloudy,2/13/2012,20:00
1053,2/13/2012 21:00,-7.5,-12.1,70,11,19.3,100.76,Snow,2/13/2012,21:00
1054,2/13/2012 22:00,-9.0,-12.9,73,13,25.0,100.78,Cloudy,2/13/2012,22:00
1055,2/13/2012 23:00,-10.8,-14.8,72,19,25.0,100.8,Cloudy,2/13/2012,23:00
1056,2/14/2012 0:00,-11.8,-15.6,73,15,25.0,100.83,Mostly Cloudy,2/14/2012,0:00
1057,2/14/2012 1:00,-11.9,-16.0,72,13,25.0,100.86,Mainly Clear,2/14/2012,1:00
1058,2/14/2012 2:00,-12.9,-17.9,66,11,25.0,100.93,Mainly Clear,2/14/2012,2:00
1059,2/14/2012 3:00,-13.2,-19.1,61,9,25.0,100.96,Mostly Cloudy,2/14/2012,3:00
1060,2/14/2012 4:00,-13.4,-19.4,61,11,25.0,101.01,Mostly Cloudy,2/14/2012,4:00
1061,2/14/2012 5:00,-13.4,-19.7,59,4,25.0,101.03,Mostly Cloudy,2/14/2012,5:00
1062,2/14/2012 6:00,-14.2,-19.6,64,6,25.0,101.04,Mainly Clear,2/14/2012,6:00
1063,2/14/2012 7:00,-13.7,-19.9,59,7,24.1,101.07,Mainly Clear,2/14/2012,7:00
1064,2/14/2012 8:00,-13.6,-20.0,58,9,24.1,101.12,Mainly Clear,2/14/2012,8:00
1065,2/14/2012 9:00,-11.6,-18.0,59,4,24.1,101.12,Mainly Clear,2/14/2012,9:00
1066,2/14/2012 10:00,-8.8,-14.3,64,4,24.1,101.15,Mainly Clear,2/14/2012,10:00
1067,2/14/2012 11:00,-5.0,-10.6,65,0,19.3,101.14,Mostly Cloudy,2/14/2012,11:00
1068,2/14/2012 12:00,-3.2,-8.3,68,4,24.1,101.09,Cloudy,2/14/2012,12:00
1069,2/14/2012 13:00,-2.1,-6.5,72,4,24.1,101.02,Cloudy,2/14/2012,13:00
1070,2/14/2012 14:00,0.1,-5.1,68,9,24.1,100.98,Mostly Cloudy,2/14/2012,14:00
1071,2/14/2012 15:00,1.1,-5.3,62,9,24.1,100.98,Mostly Cloudy,2/14/2012,15:00
1072,2/14/2012 16:00,2.3,-4.9,59,7,24.1,100.97,Mostly Cloudy,2/14/2012,16:00
1073,2/14/2012 17:00,1.1,-3.7,70,9,24.1,101.01,Mostly Cloudy,2/14/2012,17:00
1074,2/14/2012 18:00,1.3,-3.9,68,9,25.0,101.08,Cloudy,2/14/2012,18:00
1075,2/14/2012 19:00,1.8,-6.1,56,7,25.0,101.13,Cloudy,2/14/2012,19:00
1076,2/14/2012 20:00,-0.2,-5.1,69,4,25.0,101.16,Mostly Cloudy,2/14/2012,20:00
1077,2/14/2012 21:00,-0.6,-6.0,67,7,25.0,101.18,Mainly Clear,2/14/2012,21:00
1078,2/14/2012 22:00,-0.5,-5.7,68,0,25.0,101.21,Cloudy,2/14/2012,22:00
1079,2/14/2012 23:00,-1.2,-5.6,72,0,25.0,101.22,Cloudy,2/14/2012,23:00
1080,2/15/2012 0:00,-1.9,-5.6,76,4,25.0,101.26,Cloudy,2/15/2012,0:00
1081,2/15/2012 1:00,-1.8,-5.2,78,4,25.0,101.31,Cloudy,2/15/2012,1:00
1082,2/15/2012 2:00,-1.2,-5.2,74,0,25.0,101.33,Cloudy,2/15/2012,2:00
1083,2/15/2012 3:00,-1.6,-5.4,75,4,25.0,101.36,Cloudy,2/15/2012,3:00
1084,2/15/2012 4:00,-0.7,-3.5,81,0,25.0,101.39,Snow,2/15/2012,4:00
1085,2/15/2012 5:00,-1.3,-3.0,88,7,4.8,101.45,Snow,2/15/2012,5:00
1086,2/15/2012 6:00,-1.0,-2.3,91,0,4.8,101.48,Snow,2/15/2012,6:00
1087,2/15/2012 7:00,-0.3,-1.6,91,4,6.4,101.51,Snow,2/15/2012,7:00
1088,2/15/2012 8:00,0.1,-1.5,89,4,4.8,101.57,Snow,2/15/2012,8:00
1089,2/15/2012 9:00,0.6,-1.2,88,4,3.2,101.61,Snow,2/15/2012,9:00
1090,2/15/2012 10:00,1.0,-0.7,88,0,6.4,101.62,Snow,2/15/2012,10:00
1091,2/15/2012 11:00,2.0,-0.2,85,0,8.0,101.65,Snow,2/15/2012,11:00
1092,2/15/2012 12:00,2.1,-0.3,84,0,9.7,101.67,Snow,2/15/2012,12:00
1093,2/15/2012 13:00,1.7,-0.3,87,6,9.7,101.67,Snow,2/15/2012,13:00
1094,2/15/2012 14:00,1.5,0.0,90,7,9.7,101.68,Snow,2/15/2012,14:00
1095,2/15/2012 15:00,1.9,0.1,88,6,12.9,101.72,Cloudy,2/15/2012,15:00
1096,2/15/2012 16:00,2.2,0.2,87,6,12.9,101.75,Rain,2/15/2012,16:00
1097,2/15/2012 17:00,2.1,0.3,88,6,11.3,101.8,Rain,2/15/2012,17:00
1098,2/15/2012 18:00,1.5,0.2,91,7,9.7,101.85,Rain,2/15/2012,18:00
1099,2/15/2012 19:00,1.5,0.2,91,7,9.7,101.89,Rain,2/15/2012,19:00
1100,2/15/2012 20:00,1.5,0.2,91,7,6.4,101.91,Rain,2/15/2012,20:00
1101,2/15/2012 21:00,1.3,0.1,92,13,8.0,101.95,Snow,2/15/2012,21:00
1102,2/15/2012 22:00,1.2,0.0,92,7,6.4,101.98,Fog,2/15/2012,22:00
1103,2/15/2012 23:00,1.4,0.0,90,7,8.0,101.97,Fog,2/15/2012,23:00
1104,2/16/2012 0:00,0.8,-0.4,92,9,9.7,101.96,Fog,2/16/2012,0:00
1105,2/16/2012 1:00,1.1,-0.5,89,7,12.9,102.0,Cloudy,2/16/2012,1:00
1106,2/16/2012 2:00,0.7,-0.8,90,4,12.9,101.97,Cloudy,2/16/2012,2:00
1107,2/16/2012 3:00,0.7,-0.7,90,6,25.0,101.94,Cloudy,2/16/2012,3:00
1108,2/16/2012 4:00,0.9,-0.7,89,7,12.9,101.94,Cloudy,2/16/2012,4:00
1109,2/16/2012 5:00,0.7,-0.9,89,4,12.9,101.92,Cloudy,2/16/2012,5:00
1110,2/16/2012 6:00,1.3,-0.9,85,6,12.9,101.93,Cloudy,2/16/2012,6:00
1111,2/16/2012 7:00,1.7,-0.9,83,7,12.9,101.96,Cloudy,2/16/2012,7:00
1112,2/16/2012 8:00,1.2,-1.2,84,7,16.1,101.95,Cloudy,2/16/2012,8:00
1113,2/16/2012 9:00,1.8,-1.3,80,0,16.1,101.91,Mostly Cloudy,2/16/2012,9:00
1114,2/16/2012 10:00,2.7,-1.1,76,11,24.1,101.83,Mainly Clear,2/16/2012,10:00
1115,2/16/2012 11:00,3.3,-2.1,68,11,24.1,101.76,Mostly Cloudy,2/16/2012,11:00
1116,2/16/2012 12:00,3.6,-3.1,62,19,24.1,101.65,Mostly Cloudy,2/16/2012,12:00
1117,2/16/2012 13:00,3.3,-2.7,65,19,24.1,101.53,Mostly Cloudy,2/16/2012,13:00
1118,2/16/2012 14:00,3.5,-2.7,64,19,24.1,101.39,Mostly Cloudy,2/16/2012,14:00
1119,2/16/2012 15:00,3.6,-2.8,63,19,24.1,101.29,Mostly Cloudy,2/16/2012,15:00
1120,2/16/2012 16:00,3.7,-2.5,64,15,24.1,101.22,Cloudy,2/16/2012,16:00
1121,2/16/2012 17:00,3.6,-2.7,63,15,24.1,101.17,Cloudy,2/16/2012,17:00
1122,2/16/2012 18:00,3.0,-2.1,69,19,24.1,101.13,Rain,2/16/2012,18:00
1123,2/16/2012 19:00,2.5,-1.4,75,17,25.0,101.02,Rain,2/16/2012,19:00
1124,2/16/2012 20:00,1.7,-0.7,84,17,16.1,100.94,Rain,2/16/2012,20:00
1125,2/16/2012 21:00,1.5,-0.5,87,15,25.0,100.88,Rain,2/16/2012,21:00
1126,2/16/2012 22:00,1.5,-0.6,86,17,12.9,100.8,Rain,2/16/2012,22:00
1127,2/16/2012 23:00,1.3,-0.3,89,19,16.1,100.71,Rain,2/16/2012,23:00
1128,2/17/2012 0:00,1.3,-0.3,89,19,12.9,100.64,Rain,2/17/2012,0:00
1129,2/17/2012 1:00,1.3,-0.2,90,19,12.9,100.57,Rain,2/17/2012,1:00
1130,2/17/2012 2:00,1.3,0.1,92,17,9.7,100.5,Rain,2/17/2012,2:00
